ID,cal_file,marker_style,date,camera_make,camera_model,camera_serial,lens_make,lens_model,lens_serial,focal,lr_dist,tb_dist,llur_dist,ullr_dist,mlx,mly,mrx,mry,mtx,mty,mbx,mby,llx,lly,urx,ury,ulx,uly,lrx,lry
AR1VDVB00010024,Report_RT-R_191.pdf,zeiss_float,1975-07-22,Zeiss,RMK A 15/23,21168,Zeiss,Pleogon A,98147,152.45,225.98,225.994,294.044,294.073,-113.004,-0.03,112.977,-0.012,-0.013,112.976,-0.002,-113.018,-103.953,-103.992,103.952,103.945,-103.998,103.93,103.963,-103.992
AR1VDVC00010003,Report_RT-R_10.pdf,wild_all_cross,1973-07-25,Wild Heerbrugg,RC8,360,Wild,Universal Aviogon,UAg116,152.42,219.99,220.002,299.836,299.806,,,,,,,,,,,,,,,,
AR1VDVD00010002,R181.pdf,wild_all_cross,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
AR1VDVE0001X001,Report_RT-R_10.pdf,wild_all_cross,1973-07-25,Wild Heerbrugg,RC8,360,Wild,Universal Aviogon,UAg116,152.42,219.99,220.002,299.836,299.806,,,,,,,,,,,,,,,,
AR1VDVF00010046,Report_232_05_207410.pdf,wild_all_cross,1972-10-26,Wild Heerbrugg,RC8,341,Wild,Aviogon,Ag83,152.15,219.995,219.994,299.805,299.812,,,,,,,,,,,,,,,,
AR1VDVG00010006,Report_RT-R_10.pdf,wild_all_cross,1973-07-25,Wild Heerbrugg,RC8,360,Wild,Universal Aviogon,UAg116,152.42,219.99,220.002,299.836,299.806,,,,,,,,,,,,,,,,
AR1VDVI00020008,Report_232_05_207812.pdf,zeiss_float,1973-01-15,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.46,225.982,226.007,295.656,295.422,-112.982,-0.063,112.998,0.068,-0.056,112.999,0.084,-113.016,-104.758,-104.338,104.625,104.405,-104.538,104.589,104.356,-104.338
AR1VDVJI0110001,Report_212_13_196210-1.pdf,wild_corner,1968-07-25,Wild Heerbrugg,RC8,245,Wild,Universal Aviogon,UAg245,152.22,,,299.81,299.81,,,,,,,,,,,,,,,,
AR1VDVK00010001,Report_232_05_207812.pdf,zeiss_float,1973-01-15,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.46,225.982,226.007,295.656,295.422,-112.982,-0.063,112.998,0.068,-0.056,112.999,0.084,-113.016,-104.758,-104.338,104.625,104.405,-104.538,104.589,104.356,-104.338
AR1VDVLC0010001,Report_232_05_207812.pdf,zeiss_float,1973-01-15,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.46,225.982,226.007,295.656,295.422,-112.982,-0.063,112.998,0.068,-0.056,112.999,0.084,-113.016,-104.758,-104.338,104.625,104.405,-104.538,104.589,104.356,-104.338
AR1VDVM0003X001,R229.pdf,wild_all_cross,1976-01-15,Wild Heerbrugg,RC8,341,Wild,Aviogon,Ag83,152.157,220,220,299.809,299.816,-110.006,-0.013,109.994,-0.005,-0.005,109.984,0.001,-110.015,-105.99,-106.01,106.001,105.993,-106.009,105.987,105.998,-106.01
AR1VDVN00010001,Report_RT-R_86.pdf,zeiss_float,1974-06-25,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.34,225.979,226.007,294.075,294.07,,,,,,,,,,,,,,,,
AR1VDVQ00010001,Report_232_05_207410.pdf,wild_all_cross,1972-10-26,Wild Heerbrugg,RC8,341,Wild,Aviogon,Ag83,152.15,219.995,219.994,299.805,299.812,,,,,,,,,,,,,,,,
AR1VDVR00020001,Report_RT-R_86.pdf,zeiss_float,1974-06-25,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.34,225.979,226.007,294.075,294.07,,,,,,,,,,,,,,,,
AR1VDVS0001X001,Report_232_05_207410.pdf,wild_all_cross,1972-10-26,Wild Heerbrugg,RC8,341,Wild,Aviogon,Ag83,152.15,219.995,219.994,299.805,299.812,,,,,,,,,,,,,,,,
AR1VDVT00010001,Report_232_05_207410.pdf,wild_all_cross,1972-10-26,Wild Heerbrugg,RC8,341,Wild,Aviogon,Ag83,152.15,219.995,219.994,299.805,299.812,,,,,,,,,,,,,,,,
AR1VDVU0001X001,R103.pdf,wild_mid_crosshair,1974-08-12,Wild Heerbrugg,RC8,395,Wild,Aviogon,Ag129,151.98,220.001,220.017,299.815,299.814,-109.987,0.017,110.014,0.014,0.024,110.022,0.009,-109.995,-105.978,-105.982,106.021,106.022,-105.995,106.016,106.009,-105.982
AR1VDVV00010001,Report_232_05_207410.pdf,wild_all_cross,1972-10-26,Wild Heerbrugg,RC8,341,Wild,Aviogon,Ag83,152.15,219.995,219.994,299.805,299.812,,,,,,,,,,,,,,,,
AR1VDVW00010020,Report_232_05_207410.pdf,wild_all_cross,1972-10-26,Wild Heerbrugg,RC8,341,Wild,Aviogon,Ag83,152.15,219.995,219.994,299.805,299.812,,,,,,,,,,,,,,,,
AR1VDVX00010001,R50.pdf,zeiss_float,1974-03-26,Zeiss,RMK A 15/23,111688,Zeiss,Pleogon A2,112653,153.41,225.98,225.97,294.072,294.099,,,,,,,,,,,,,,,,
AR1VDVY00020001,Report_RT-R_86.pdf,zeiss_float,1974-06-25,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.34,225.979,226.007,294.075,294.07,,,,,,,,,,,,,,,,
AR1VDVZ00010001,R224.pdf,zeiss_float,1975-12-11,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.351,225.975,225.999,294.078,294.072,-113.02,0.027,112.956,-0.019,0.007,113.001,-0.047,-112.997,-103.999,-103.98,103.952,103.957,-103.991,103.983,103.925,-103.98
AR1VDW000010001,Report_2_2_131970.pdf,t5_notch,1952-04-25,Fairchild,T-5,41-4164,Bausch and Lomb,Metrogon,MF2398,152.65,229.5,229.95,,,,,,,,,,,,,,,,,,
AR1VDWA00010001,R224.pdf,zeiss_float,1975-12-11,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.351,225.975,225.999,294.078,294.072,-113.02,0.027,112.956,-0.019,0.007,113.001,-0.047,-112.997,-103.999,-103.98,103.952,103.957,-103.991,103.983,103.925,-103.98
AR1VDWB00010001,Report_RT-R_94.pdf,park_round,1974-07-19,Park,,103A,Wild,Universal Aviogon,UAg459,153.23,223.782,223.823,316.551,316.543,,,,,,,,,,,,,,,,
AR1VDWC00010001,Report_RT-R_82.pdf,zeiss_float,1974-06-11,Zeiss,RMK A 15/23,111683,Zeiss,Pleogon A2,112649,153.19,225.923,225.964,294.19,294.166,,,,,,,,,,,,,,,,
AR1VDWD00010001,Report_RT-R_173.pdf,zeiss_fixed,1975-04-29,Zeiss,RMK A 15/23,119046,Zeiss,Pleogon A,118992,153.08,225.997,226.008,293.999,294.022,,,,,,,,,,,,,,,,
AR1VDWE00010001,Report_RT-R_168.pdf,wild_all_cross,1975-04-17,Wild Heerbrugg,RC8,1056,Wild,Universal Aviogon,UAg433,152.29,219.997,219.98,299.829,299.801,,,,,,,,,,,,,,,,
AR1VDWF00010044,Report_RT-R_168.pdf,wild_all_cross,1975-04-17,Wild Heerbrugg,RC8,1056,Wild,Universal Aviogon,UAg433,152.29,219.997,219.98,299.829,299.801,,,,,,,,,,,,,,,,
AR1VDWG00010000,Report_RT-R_89.pdf,zeiss_float,1974-07-02,Zeiss,RMK A 15/23,111699,Zeiss,Pleogon A2,112669,153.44,226.003,225.994,293.965,293.988,,,,,,,,,,,,,,,,
AR1VDWH00010001,Report_RT-R_59.pdf,zeiss_float,1974-04-04,Zeiss,RMK A 15/23,116190,Zeiss,Pleogon A2,116246,153.05,225.985,225.993,294.099,294.063,,,,,,,,,,,,,,,,
AR1VDWI00010001,Report_RT-R_59.pdf,zeiss_float,1974-04-04,Zeiss,RMK A 15/23,116190,Zeiss,Pleogon A2,116246,153.05,225.985,225.993,294.099,294.063,,,,,,,,,,,,,,,,
AR1VDWJ00010001,Report_RT-R_168.pdf,wild_all_cross,1975-04-17,Wild Heerbrugg,RC8,1056,Wild,Universal Aviogon,UAg433,152.29,219.997,219.98,299.829,299.801,,,,,,,,,,,,,,,,
AR1VDWKC0020001,Report_RT-R_168.pdf,wild_all_cross,1975-04-17,Wild Heerbrugg,RC8,1056,Wild,Universal Aviogon,UAg433,152.29,219.997,219.98,299.829,299.801,,,,,,,,,,,,,,,,
AR1VDWL00010001,Report_RT-R_149.pdf,wild_all_cross,1975-02-19,Wild Heerbrugg,RC8,925,Wild,Universal Aviogon,UAg414,152.22,219.988,219.986,299.817,299.804,,,,,,,,,,,,,,,,
AR1VDWM00010001,Report_RT-R_59.pdf,zeiss_float,1974-04-04,Zeiss,RMK A 15/23,116190,Zeiss,Pleogon A2,116246,153.05,225.985,225.993,294.099,294.063,,,,,,,,,,,,,,,,
AR1VDWN00010016,Report_RT-R_89.pdf,zeiss_float,1974-07-02,Zeiss,RMK A 15/23,111699,Zeiss,Pleogon A2,112669,153.44,226.003,225.994,293.965,293.988,,,,,,,,,,,,,,,,
AR1VDWOC001X001,RT-R_42.pdf,zeiss_float,1974-02-26,Zeiss,RMK A 15/23,111697,Zeiss,Pleogon A2,112663,153.48,226,225.99,294.109,294.077,,,,,,,,,,,,,,,,
AR1VDWP00010001,RT-R_42.pdf,zeiss_float,1974-02-26,Zeiss,RMK A 15/23,111697,Zeiss,Pleogon A2,112663,153.48,226,225.99,294.109,294.077,,,,,,,,,,,,,,,,
AR1VDWQ00010001,Report_232_05_207812.pdf,zeiss_float,1973-01-15,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.46,225.982,226.007,295.656,295.422,-112.982,-0.063,112.998,0.068,-0.056,112.999,0.084,-113.016,-104.758,-104.338,104.625,104.405,-104.538,104.589,104.356,-104.338
AR1VDWS0001X001,Report_232_05_207812.pdf,zeiss_float,1973-01-15,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.46,225.982,226.007,295.656,295.422,-112.982,-0.063,112.998,0.068,-0.056,112.999,0.084,-113.016,-104.758,-104.338,104.625,104.405,-104.538,104.589,104.356,-104.338
AR1VDWU00010055,Report_232_05_207812.pdf,zeiss_float,1973-01-15,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.46,225.982,226.007,295.656,295.422,-112.982,-0.063,112.998,0.068,-0.056,112.999,0.084,-113.016,-104.758,-104.338,104.625,104.405,-104.538,104.589,104.356,-104.338
AR1VDWW00010016,Report_232_05_207812.pdf,zeiss_float,1973-01-15,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.46,225.982,226.007,295.656,295.422,-112.982,-0.063,112.998,0.068,-0.056,112.999,0.084,-113.016,-104.758,-104.338,104.625,104.405,-104.538,104.589,104.356,-104.338
AR1VDWY00010066,Report_RT-R_86.pdf,zeiss_float,1974-06-25,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.34,225.979,226.007,294.075,294.07,,,,,,,,,,,,,,,,
AR1VDWZ00010001,Report_RT-R_136.pdf,zeiss_float,1974-12-18,Zeiss,RMK A 15/23,21182,Zeiss,Pleogon A,98165,152.49,225.957,225.976,294.101,294.034,,,,,,,,,,,,,,,,
AR1VDX000020001,Report_2_2_153108.pdf,large_flat,1958-05-14,Fairchild,F-224,158,Bausch and Lomb,Metrogon,BS749R,152.96,217.49,217.51,,,,,,,,,,,,,,,,,,
AR1VDXA00010065,R103.pdf,wild_mid_crosshair,1974-08-12,Wild Heerbrugg,RC8,395,Wild,Aviogon,Ag129,151.98,220.001,220.017,299.815,299.814,-109.987,0.017,110.014,0.014,0.024,110.022,0.009,-109.995,-105.978,-105.982,106.021,106.022,-105.995,106.016,106.009,-105.982
AR1VDXB00010004,R181.pdf,wild_all_cross,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
AR1VDXBS0010001,Report_RT-R_233.pdf,wild_all_crosshair,1976-02-03,Wild Heerbrugg,RC10,1945,Wild,Universal Aviogon I,UAgI6020,152.872,220.013,220.005,299.819,299.807,-110.006,0.007,110.007,0.007,0.01,110.009,0,-109.996,-105.997,-105.996,106.011,106.004,-105.988,106.007,106,-105.996
AR1VDXC00010154,R181.pdf,wild_all_cross,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
AR1VDXD00010131,R181.pdf,wild_all_cross,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
AR1VDXE00010092,R181.pdf,wild_all_cross,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
AR1VDXF0001X001,R181.pdf,wild_all_cross,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
AR1VDXG0001X001,R103.pdf,wild_mid_crosshair,1974-08-12,Wild Heerbrugg,RC8,395,Wild,Aviogon,Ag129,151.98,220.001,220.017,299.815,299.814,-109.987,0.017,110.014,0.014,0.024,110.022,0.009,-109.995,-105.978,-105.982,106.021,106.022,-105.995,106.016,106.009,-105.982
AR1VDXH0001X001,R103.pdf,wild_mid_crosshair,1974-08-12,Wild Heerbrugg,RC8,395,Wild,Aviogon,Ag129,151.98,220.001,220.017,299.815,299.814,-109.987,0.017,110.014,0.014,0.024,110.022,0.009,-109.995,-105.978,-105.982,106.021,106.022,-105.995,106.016,106.009,-105.982
AR1VDXI00010001,R103.pdf,wild_mid_crosshair,1974-08-12,Wild Heerbrugg,RC8,395,Wild,Aviogon,Ag129,151.98,220.001,220.017,299.815,299.814,-109.987,0.017,110.014,0.014,0.024,110.022,0.009,-109.995,-105.978,-105.982,106.021,106.022,-105.995,106.016,106.009,-105.982
AR1VDXJ00030001,Report_RT-R_136_1.pdf,zeiss_float,1975-11-21,Zeiss,RMK A 15/23,21182,Zeiss,Pleogon A,98165,152.5,225.964,225.983,294.108,294.048,-112.992,-0.004,112.972,-0.008,0.01,112.983,-0.031,-113,-103.995,-103.988,103.992,103.957,-103.961,103.961,103.937,-103.988
AR1VDXK00010020,Report_RT-R_89.pdf,zeiss_float,1974-07-02,Zeiss,RMK A 15/23,111699,Zeiss,Pleogon A2,112669,153.44,226.003,225.994,293.965,293.988,,,,,,,,,,,,,,,,
AR1VDXL0001X001,Report_RT-R_89.pdf,zeiss_float,1974-07-02,Zeiss,RMK A 15/23,111699,Zeiss,Pleogon A2,112669,153.44,226.003,225.994,293.965,293.988,,,,,,,,,,,,,,,,
AR1VDXM00010001,Report_RT-R_136.pdf,zeiss_float,1974-12-18,Zeiss,RMK A 15/23,21182,Zeiss,Pleogon A,98165,152.49,225.957,225.976,294.101,294.034,,,,,,,,,,,,,,,,
AR1VDXN00010001,Report_RT-R_136.pdf,zeiss_float,1974-12-18,Zeiss,RMK A 15/23,21182,Zeiss,Pleogon A,98165,152.49,225.957,225.976,294.101,294.034,,,,,,,,,,,,,,,,
AR1VDXP00010036,Report_232_05_207812.pdf,zeiss_float,1973-01-15,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.46,225.982,226.007,295.656,295.422,-112.982,-0.063,112.998,0.068,-0.056,112.999,0.084,-113.016,-104.758,-104.338,104.625,104.405,-104.538,104.589,104.356,-104.338
AR1VDXR00010018,Report_RT-R_89.pdf,zeiss_float,1974-07-02,Zeiss,RMK A 15/23,111699,Zeiss,Pleogon A2,112669,153.44,226.003,225.994,293.965,293.988,,,,,,,,,,,,,,,,
AR1VDXS00010009,R224.pdf,zeiss_float,1975-12-11,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.351,225.975,225.999,294.078,294.072,-113.02,0.027,112.956,-0.019,0.007,113.001,-0.047,-112.997,-103.999,-103.98,103.952,103.957,-103.991,103.983,103.925,-103.98
AR1VDXT00010001,Report_RT-R_86.pdf,zeiss_float,1974-06-25,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.34,225.979,226.007,294.075,294.07,,,,,,,,,,,,,,,,
AR1VDXU00010238,Report_232_05_207812.pdf,zeiss_float,1973-01-15,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.46,225.982,226.007,295.656,295.422,-112.982,-0.063,112.998,0.068,-0.056,112.999,0.084,-113.016,-104.758,-104.338,104.625,104.405,-104.538,104.589,104.356,-104.338
AR1VDXW00010013,Report_RT-R_86.pdf,zeiss_float,1974-06-25,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.34,225.979,226.007,294.075,294.07,,,,,,,,,,,,,,,,
AR1VDXX00010001,Report_RT-R_86.pdf,zeiss_float,1974-06-25,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.34,225.979,226.007,294.075,294.07,,,,,,,,,,,,,,,,
AR1VDXY00010008,Report_RT-R_86.pdf,zeiss_float,1974-06-25,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.34,225.979,226.007,294.075,294.07,,,,,,,,,,,,,,,,
AR1VDXZ00010020,Report_232_05_207812.pdf,zeiss_float,1973-01-15,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.46,225.982,226.007,295.656,295.422,-112.982,-0.063,112.998,0.068,-0.056,112.999,0.084,-113.016,-104.758,-104.338,104.625,104.405,-104.538,104.589,104.356,-104.338
AR1VDY000010001,Report_2_2_153108.pdf,large_flat,1958-05-14,Fairchild,F-224,158,Bausch and Lomb,Metrogon,BS749R,152.96,217.49,217.51,,,,,,,,,,,,,,,,,,
AR1VDYA00010013,Report_232_05_207812.pdf,zeiss_float,1973-01-15,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.46,225.982,226.007,295.656,295.422,-112.982,-0.063,112.998,0.068,-0.056,112.999,0.084,-113.016,-104.758,-104.338,104.625,104.405,-104.538,104.589,104.356,-104.338
AR1VDYB00010001,Report_RT-R_86.pdf,zeiss_float,1974-06-25,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.34,225.979,226.007,294.075,294.07,,,,,,,,,,,,,,,,
AR1VDYC00010009,Report_232_05_207812.pdf,zeiss_float,1973-01-15,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.46,225.982,226.007,295.656,295.422,-112.982,-0.063,112.998,0.068,-0.056,112.999,0.084,-113.016,-104.758,-104.338,104.625,104.405,-104.538,104.589,104.356,-104.338
AR1VDYD00010001,Report_RT-R_86.pdf,zeiss_float,1974-06-25,Zeiss,RMK A 15/23,21214,Zeiss,Pleogon A,98177,152.34,225.979,226.007,294.075,294.07,,,,,,,,,,,,,,,,
AR1VDYE00010001,Report_232_05_207812.pdf,zeiss_float,1973-01-15,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.46,225.982,226.007,295.656,295.422,-112.982,-0.063,112.998,0.068,-0.056,112.999,0.084,-113.016,-104.758,-104.338,104.625,104.405,-104.538,104.589,104.356,-104.338
AR1VDYF0001X001,Report_RT-R_89.pdf,zeiss_float,1974-07-02,Zeiss,RMK A 15/23,111699,Zeiss,Pleogon A2,112669,153.44,226.003,225.994,293.965,293.988,,,,,,,,,,,,,,,,
AR1VDYG00010001,Report_232_05_207410.pdf,wild_all_cross,1972-10-26,Wild Heerbrugg,RC8,341,Wild,Aviogon,Ag83,152.15,219.995,219.994,299.805,299.812,,,,,,,,,,,,,,,,
AR1VDYH00010001,Report_232_05_207410.pdf,wild_all_cross,1972-10-26,Wild Heerbrugg,RC8,341,Wild,Aviogon,Ag83,152.15,219.995,219.994,299.805,299.812,,,,,,,,,,,,,,,,
AR1VDYN00010010,Report_232_05_207812.pdf,zeiss_float,1973-01-15,Zeiss,RMK A 15/23,21220,Zeiss,Pleogon A,98183,152.46,225.982,226.007,295.656,295.422,-112.982,-0.063,112.998,0.068,-0.056,112.999,0.084,-113.016,-104.758,-104.338,104.625,104.405,-104.538,104.589,104.356,-104.338
AR1VDYO0001X001,R181.pdf,wild_all_cross,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
AR1VDYP0001X001,Report_RT-R_173.pdf,zeiss_fixed,1975-04-29,Zeiss,RMK A 15/23,119046,Zeiss,Pleogon A,118992,153.08,225.997,226.008,293.999,294.022,,,,,,,,,,,,,,,,
AR1VDYQ00010006,R181.pdf,wild_all_cross,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
AR1VDYR00010001,Report_RT-R_173.pdf,zeiss_fixed,1975-04-29,Zeiss,RMK A 15/23,119046,Zeiss,Pleogon A,118992,153.08,225.997,226.008,293.999,294.022,,,,,,,,,,,,,,,,
AR1VDYS00010237,R181.pdf,wild_all_cross,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
AR1VDYT0001X001,R50.pdf,zeiss_float,1974-03-26,Zeiss,RMK A 15/23,111688,Zeiss,Pleogon A2,112653,153.41,225.98,225.97,294.072,294.099,,,,,,,,,,,,,,,,
AR1VDYU00010001,R181.pdf,wild_all_cross,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
AR1VDYV00010001,R50.pdf,zeiss_float,1974-03-26,Zeiss,RMK A 15/23,111688,Zeiss,Pleogon A2,112653,153.41,225.98,225.97,294.072,294.099,,,,,,,,,,,,,,,,
AR1VDYW00010001,Report_RT-R_177.pdf,wild_all_crosshair,1975-05-13,Wild Heerbrugg,RC10,1768,Wild,Universal Aviogon I,UAgI6016,153.04,219.997,219.992,299.814,299.819,,,,,,,,,,,,,,,,
AR1VDYX0001X031,Report_RT-R_177.pdf,wild_all_crosshair,1975-05-13,Wild Heerbrugg,RC10,1768,Wild,Universal Aviogon I,UAgI6016,153.04,219.997,219.992,299.814,299.819,,,,,,,,,,,,,,,,
AR1VDYY00010011,Report_RT-R_177.pdf,wild_all_crosshair,1975-05-13,Wild Heerbrugg,RC10,1768,Wild,Universal Aviogon I,UAgI6016,153.04,219.997,219.992,299.814,299.819,,,,,,,,,,,,,,,,
AR1VDYZ00010001,Report_RT-R_177.pdf,wild_all_crosshair,1975-05-13,Wild Heerbrugg,RC10,1768,Wild,Universal Aviogon I,UAgI6016,153.04,219.997,219.992,299.814,299.819,,,,,,,,,,,,,,,,
AR1VDZ000010001,Report_2_2_131970.pdf,t5_notch,1952-04-25,Fairchild,T-5,41-4164,Bausch and Lomb,Metrogon,MF2398,152.65,229.5,229.95,,,,,,,,,,,,,,,,,,
AR1VDZA00010001,Report_RT-R_177.pdf,wild_all_crosshair,1975-05-13,Wild Heerbrugg,RC10,1768,Wild,Universal Aviogon I,UAgI6016,153.04,219.997,219.992,299.814,299.819,,,,,,,,,,,,,,,,
AR1VDZB00020001,Report_RT-R_177.pdf,wild_all_crosshair,1975-05-13,Wild Heerbrugg,RC10,1768,Wild,Universal Aviogon I,UAgI6016,153.04,219.997,219.992,299.814,299.819,,,,,,,,,,,,,,,,
AR1VDZC0001X001,R181.pdf,wild_all_cross,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
AR1VDZE00010023,Report_RT-R_80.pdf,small_flat,1974-06-03,Fairchild,K-17 (modified),,Goerz,Planigon,255,151.89,222.351,222.46,,,,,,,,,,,,,,,,,,
AR1VDZE00010023,Report_RT-R_80.pdf,small_flat,1974-06-03,Fairchild,K-17 (modified),,Goerz,Planigon,255,151.89,222.351,222.46,,,,,,,,,,,,,,,,,,
AR1VDZF00010042,Report_RT-R_80.pdf,small_flat,1974-06-03,Fairchild,K-17 (modified),,Goerz,Planigon,255,151.89,222.351,222.46,,,,,,,,,,,,,,,,,,
AR1VDZG00010104,R103.pdf,wild_mid_crosshair,1974-08-12,Wild Heerbrugg,RC8,395,Wild,Aviogon,Ag129,151.98,220.001,220.017,299.815,299.814,-109.987,0.017,110.014,0.014,0.024,110.022,0.009,-109.995,-105.978,-105.982,106.021,106.022,-105.995,106.016,106.009,-105.982
AR1VDZH00010050,Report_RT-R_183.pdf,wild_mid_crosshair,1975-06-13,Wild Heerbrugg,RC8,831,Wild,Universal Aviogon,UAg361,152.75,219.994,220.006,299.806,299.815,,,,,,,,,,,,,,,,
AR1VDZI00010268,R181.pdf,wild_all_cross,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
AR1VDZJ00010100,R103.pdf,wild_mid_crosshair,1974-08-12,Wild Heerbrugg,RC8,395,Wild,Aviogon,Ag129,151.98,220.001,220.017,299.815,299.814,-109.987,0.017,110.014,0.014,0.024,110.022,0.009,-109.995,-105.978,-105.982,106.021,106.022,-105.995,106.016,106.009,-105.982
AR1VDZK00010001,Report_RT-R_173.pdf,zeiss_fixed,1975-04-29,Zeiss,RMK A 15/23,119046,Zeiss,Pleogon A,118992,153.08,225.997,226.008,293.999,294.022,,,,,,,,,,,,,,,,
AR1VDZL00010356,R181.pdf,wild_all_cross,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
AR1VDZM00010003,R181.pdf,wild_all_cross,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
AR1VDZN0001X001,Report_RT-R_183.pdf,wild_mid_crosshair,1975-06-13,Wild Heerbrugg,RC8,831,Wild,Universal Aviogon,UAg361,152.75,219.994,220.006,299.806,299.815,,,,,,,,,,,,,,,,
AR1VDZO0001X001,R181.pdf,wild_all_cross,1975-06-13,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,219.988,219.997,299.837,299.796,,,,,,,,,,,,,,,,
AR1VDZP0001X001,R103.pdf,wild_mid_crosshair,1974-08-12,Wild Heerbrugg,RC8,395,Wild,Aviogon,Ag129,151.98,220.001,220.017,299.815,299.814,-109.987,0.017,110.014,0.014,0.024,110.022,0.009,-109.995,-105.978,-105.982,106.021,106.022,-105.995,106.016,106.009,-105.982
AR1VDZQ001A0001,R103.pdf,wild_mid_crosshair,1974-08-12,Wild Heerbrugg,RC8,395,Wild,Aviogon,Ag129,151.98,220.001,220.017,299.815,299.814,-109.987,0.017,110.014,0.014,0.024,110.022,0.009,-109.995,-105.978,-105.982,106.021,106.022,-105.995,106.016,106.009,-105.982
AR1VDZR0001X001,Report_RT-R_183.pdf,wild_mid_crosshair,1975-06-13,Wild Heerbrugg,RC8,831,Wild,Universal Aviogon,UAg361,152.75,219.994,220.006,299.806,299.815,,,,,,,,,,,,,,,,
AR1VDZS0001X001,R103.pdf,wild_mid_crosshair,1974-08-12,Wild Heerbrugg,RC8,395,Wild,Aviogon,Ag129,151.98,220.001,220.017,299.815,299.814,-109.987,0.017,110.014,0.014,0.024,110.022,0.009,-109.995,-105.978,-105.982,106.021,106.022,-105.995,106.016,106.009,-105.982
AR1VDZT00010054,Report_232_05_207410.pdf,wild_all_cross,1972-10-26,Wild Heerbrugg,RC8,341,Wild,Aviogon,Ag83,152.15,219.995,219.994,299.805,299.812,,,,,,,,,,,,,,,,
