ID,cal_file,marker_style,date,camera_make,camera_model,camera_serial,lens_make,lens_model,lens_serial,focal,lr_dist,tb_dist,llur_dist,ullr_dist,mlx,mly,mrx,mry,mtx,mty,mbx,mby,llx,lly,urx,ury,ulx,uly,lrx,lry
AR1CHB0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CHC0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CHD0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CHE0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CHF0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CHG0002B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CHN0001B0001 ,R67.pdf,midside_notch,1974-04-25,Fairchild,T-12,54-002,Bausch and Lomb,Planigon,XF6742,152.26,237.942,235.324,,,,,,,,,,,,,,,,,,
AR1CHO0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CHQ0004B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CHS0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CHT0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CHU0002B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CHV0001B0001,Report_2_2_148060-1.pdf,small_flat,1957-01-30,Park,Twinplex,59,Bausch and Lomb,Cartogon,JZ1481,152.31,222.95,223.16,,,,,,,,,,,,,,,,,,
AR1CHW0002B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CHX0002B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CHY0001B0001 ,Report_212_12_186927-1.pdf,midside_notch,1965-11-29,Fairchild,T-11,54-010,Bausch and Lomb,Planigon,XF6715,152.58,237.98,234.98,,,,,,,,,,,,,,,,,,
AR1CHZ0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CIA0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CIB0002B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CIC0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CID0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CIE0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CIF0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CIG0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CIH0001B0001,Report_2_2_148060-1.pdf,small_flat,1957-01-30,Park,Twinplex,59,Bausch and Lomb,Cartogon,JZ1481,152.31,222.95,223.16,,,,,,,,,,,,,,,,,,
AR1CII0001B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CIJ0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CIK0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CIL0001B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CIM0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CIN0001B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CIO0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CIQ0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CIR0001B0001,Report_2_2_148060-1.pdf,small_flat,1957-01-30,Park,Twinplex,59,Bausch and Lomb,Cartogon,JZ1481,152.31,222.95,223.16,,,,,,,,,,,,,,,,,,
AR1CIS0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CIT0001B0001,Report_2_2_148060-1.pdf,small_flat,1957-01-30,Park,Twinplex,59,Bausch and Lomb,Cartogon,JZ1481,152.31,222.95,223.16,,,,,,,,,,,,,,,,,,
AR1CIU0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CIV0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CIW0001B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CIX0001B0060,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CIY0001B0001,Report_2_2_148060-1.pdf,small_flat,1957-01-30,Park,Twinplex,59,Bausch and Lomb,Cartogon,JZ1481,152.31,222.95,223.16,,,,,,,,,,,,,,,,,,
AR1CIZ0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CJA0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CJB0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CJC0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CJD0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CJE0001B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CJF0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CJG0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CJH0002B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CJI0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CJJ0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CJK0003B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CJL0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CJM0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CJO0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CJP0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CJQ0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CJR0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CJS0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CJT0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CJU0004F0001 ,Report_212_13_199325.pdf,midside_notch,1969-08-14,Fairchild,T-11,54-020,Bausch and Lomb,Planigon,RF80,152.91,237.93,235.1,,,,,,,,,,,,,,,,,,
AR1CJV0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CJW0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CJX0001B0001 ,Report_212_13_192181.pdf,midside_notch,1967-05-05,Fairchild,T-11,54-001,Bausch and Lomb,Planigon,XF6762,152.12,237.93,234.96,,,,,,,,,,,,,,,,,,
AR1CJY0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CJZ0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CKA0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CKB0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CKC0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CKD0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CKE0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CKF0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CKG0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CKH0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CKI0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CKJ0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CKK0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CKL0002B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CKM0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CKN0001BX296,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CKO0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CKQ0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CKR0002B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CKS0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CKT0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CKU0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CKV0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CKW0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CKX0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CKY0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CKZ0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CLA0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CLB0001A0001 ,Report_2_2_162407.pdf,midside_notch,1960-06-02,Fairchild,T-11,54-165,Bausch and Lomb,Metrogon,DS2210,153.95,237.95,235.07,,,,,,,,,,,,,,,,,,
AR1CLD0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CLE0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CLF0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CLG0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CLH0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CLI0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CLJ0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CLK0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CLL0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CLN0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CLQ0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CLR0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CLS0001B0106,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CLV0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CLW0001F0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CLX0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CLY0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CMB0002B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CMC0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CME0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CMI0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CML0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CMM0001F0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CMN0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CMQ0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CMR0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CMU0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CN0000010001,Report_IV-4_TP-108522.pdf,hollow_wing,1945-12-31,Hurd,,,Bausch and Lomb,Metrogon,11880,152.59,221.97,221.71,,,,,,,,,,,,,,,,,,
AR1CNA0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CNB0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CNC0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CNK0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CNL0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CNM0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CNN0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CNO0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CNP0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CNQ0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
AR1CNR0001B0001,Report_2_2_155861-1.pdf,small_flat,1959-02-04,Park,Twinplex,61,Bausch and Lomb,Cartogon,XF3127,152.44,223.19,223.27,,,,,,,,,,,,,,,,,,
